"","adsh","cik","name","sic","countryba","stprba","cityba","zipba","bas1","bas2","baph","countryma","stprma","cityma","zipma","mas1","mas2","countryinc","stprinc","ein","former","changed","afs","wksi","fye","form","period","fy","fp","filed","accepted","prevrpt","detail","instance","nciks","aciks","Quarter_Year"
"194","0001140361-21-003598",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"2-ACC",0,930,"10-Q",2020-12-31,2021,"Q1",2021-02-05,2021-02-05 16:21:00,0,1,"jout-20210101_htm.xml",1,"","Q4_2020"
"195","0001140361-21-006538",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"2-ACC",0,930,"8-K",2021-02-28,NA,"",2021-03-01,2021-03-01 10:54:00,0,0,"brhc10020995_8k_htm.xml",1,"","Q1_2021"
"196","0001171843-21-000766",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"2-ACC",0,930,"8-K",2021-01-31,NA,"",2021-02-05,2021-02-05 09:00:00,0,0,"f8k_020421_htm.xml",1,"","Q1_2021"
"197","0001171843-21-001365",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"2-ACC",0,930,"8-K",2021-02-28,NA,"",2021-02-26,2021-02-26 08:01:00,0,0,"f8k_022521_htm.xml",1,"","Q1_2021"
"198","0001193125-21-012982",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-4400","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2020-12-31,NA,"",2021-01-21,2021-01-21 08:36:00,0,0,"d104839d8k_htm.xml",1,"","Q4_2020"
"199","0001193125-21-016235",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"4-NON",0,131,"S-1",2020-10-31,NA,"",2021-01-25,2021-01-25 16:09:00,0,1,"aso-20201031.xml",1,"","Q4_2020"
"200","0001193125-21-016265",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"4-NON",0,131,"8-K",2021-01-31,NA,"",2021-01-25,2021-01-25 16:26:00,0,0,"d116952d8k_htm.xml",1,"","Q1_2021"
"201","0001193125-21-024546",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"4-NON",0,131,"8-K",2021-01-31,NA,"",2021-02-01,2021-02-01 16:06:00,0,0,"d90563d8k_htm.xml",1,"","Q1_2021"
"202","0001359841-21-000072",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-4400","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2021-01-31,NA,"",2021-02-09,2021-02-09 06:31:00,0,0,"hbi-20210209_htm.xml",1,"","Q1_2021"
"203","0001359841-21-000078",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-4400","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2021-01-31,NA,"",2021-02-10,2021-02-10 16:57:00,0,0,"hbi-20210210_htm.xml",1,"","Q1_2021"
"204","0001359841-21-000085",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-4400","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",1,1231,"10-K",2020-12-31,2020,"FY",2021-02-12,2021-02-12 16:40:00,0,1,"hbi-20210102_htm.xml",1,"","Q4_2020"
"205","0001564590-21-004317",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"8-K",2021-01-31,NA,"",2021-02-04,2021-02-04 16:10:00,0,0,"skx-8k_20210204_htm.xml",1,"","Q1_2021"
"206","0001564590-21-009442",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",1,1231,"10-K",2020-12-31,2020,"FY",2021-02-26,2021-02-26 16:20:00,0,1,"skx-10k_20201231_htm.xml",1,"","Q4_2020"
"207","0001564590-21-013862",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3480,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"4-NON",0,430,"8-K",2021-03-31,NA,"",2021-03-17,2021-03-17 16:06:00,0,0,"aout-8k_20210317_htm.xml",1,"","Q1_2021"
"208","0001564590-21-013872",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3480,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"4-NON",0,430,"10-Q",2021-01-31,2021,"Q3",2021-03-17,2021-03-17 16:17:00,0,1,"aout-10q_20210131_htm.xml",1,"","Q1_2021"
"209","0001616318-21-000018",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"2-ACC",0,331,"8-K",2021-01-31,NA,"",2021-02-04,2021-02-04 06:18:00,0,0,"vsto-20210204_htm.xml",1,"","Q1_2021"
"210","0001616318-21-000020",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"2-ACC",0,331,"10-Q",2020-12-31,2021,"Q3",2021-02-04,2021-02-04 16:04:00,0,1,"vsto-20201227_htm.xml",1,"","Q4_2020"
"211","0000950157-21-000395",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"2-ACC",0,331,"8-K",2021-03-31,NA,"",2021-04-01,2021-04-01 16:10:00,0,0,"form8-k_htm.xml",1,"","Q1_2021"
"212","0001817358-21-000059",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"4-NON",0,131,"10-K",2021-01-31,2020,"FY",2021-04-07,2021-04-07 16:09:00,0,1,"aso-20210130_htm.xml",1,"","Q1_2021"
"213","0001564590-21-020107",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"8-K",2021-04-30,NA,"",2021-04-22,2021-04-22 16:11:00,0,0,"skx-8k_20210422_htm.xml",1,"","Q2_2021"
"214","0001050797-21-000028",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"8-K",2021-04-30,NA,"",2021-04-29,2021-04-29 16:06:00,0,0,"colm-20210429_htm.xml",1,"","Q2_2021"
"215","0001193125-21-138562",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-4400","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2021-04-30,NA,"",2021-04-29,2021-04-29 09:05:00,0,0,"d74625d8k_htm.xml",1,"","Q2_2021"
"216","0001140361-21-015507",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"2-ACC",0,930,"8-K",2021-04-30,NA,"",2021-05-03,2021-05-03 16:05:00,0,0,"brhc10023796_8k_htm.xml",1,"","Q2_2021"
"217","0001140361-21-015525",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"4-NON",0,131,"8-K",2021-04-30,NA,"",2021-05-03,2021-05-03 16:20:00,0,0,"nt10023157x4_8k_htm.xml",1,"","Q2_2021"
"218","0001193125-21-145897",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-4400","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2021-04-30,NA,"",2021-05-03,2021-04-30 18:14:00,0,0,"d133093d8k_htm.xml",1,"","Q2_2021"
"219","0001050797-21-000032",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"10-Q",2021-03-31,2021,"Q1",2021-05-06,2021-05-06 16:29:00,0,1,"colm-20210331_htm.xml",1,"","Q1_2021"
"220","0001616318-21-000071",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"2-ACC",0,331,"8-K",2021-04-30,NA,"",2021-05-06,2021-05-06 06:11:00,0,0,"vsto-20210506_htm.xml",1,"","Q2_2021"
"221","0001140361-21-016403",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"2-ACC",0,930,"10-Q",2021-03-31,2021,"Q2",2021-05-07,2021-05-07 14:14:00,0,1,"jout-20210402_htm.xml",1,"","Q1_2021"
"222","0001171843-21-003286",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"2-ACC",0,930,"8-K",2021-04-30,NA,"",2021-05-07,2021-05-07 07:00:00,0,0,"f8k_050621_htm.xml",1,"","Q2_2021"
"223","0001564590-21-025568",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"10-Q",2021-03-31,2021,"Q1",2021-05-07,2021-05-07 16:16:00,0,1,"skx-10q_20210331_htm.xml",1,"","Q1_2021"
"224","0001140361-21-016628",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"4-NON",0,131,"8-K",2021-04-30,NA,"",2021-05-10,2021-05-10 16:29:00,0,0,"nt10023157x9_8k_htm.xml",1,"","Q2_2021"
"225","0001193125-21-156915",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-4400","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2021-04-30,NA,"",2021-05-11,2021-05-11 06:40:00,0,0,"d73643d8k_htm.xml",1,"","Q2_2021"
"226","0001359841-21-000119",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-4400","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"10-Q",2021-03-31,2021,"Q1",2021-05-12,2021-05-12 16:38:00,0,1,"hbi-20210403_htm.xml",1,"","Q1_2021"
"227","0001690511-21-000018",1690511,"CANADA GOOSE HOLDINGS INC.",2300,"CA","ON","TORONTO","M6E 4Y2","250 BOWIE AVENUE","","416-780-9850","CA","ON","TORONTO","M6E 4Y2","250 BOWIE AVENUE","","CA","BC",0,"CANADA GOOSE HOLDINGS, INC.",20161118,"1-LAF",1,331,"20-F",2021-03-31,2020,"FY",2021-05-13,2021-05-13 07:41:00,0,1,"goos-20210328_htm.xml",1,"","Q1_2021"
"228","0001616318-21-000080",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",1,331,"10-K",2021-03-31,2020,"FY",2021-05-20,2021-05-20 16:03:00,0,1,"vsto-20210331_htm.xml",1,"","Q1_2021"
"229","0001140361-21-019170",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"2-ACC",0,930,"8-K",2021-05-31,NA,"",2021-05-28,2021-05-28 09:01:00,0,0,"brhc10025121_8k_htm.xml",1,"","Q2_2021"
"230","0001171843-21-003856",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"2-ACC",0,930,"8-K",2021-05-31,NA,"",2021-05-28,2021-05-28 06:00:00,0,0,"f8k_052721_htm.xml",1,"","Q2_2021"
"231","0001564590-21-030810",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"8-K",2021-05-31,NA,"",2021-05-28,2021-05-28 16:16:00,0,0,"skx-8k_20210526_htm.xml",1,"","Q2_2021"
"232","0001050797-21-000040",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"8-K",2021-05-31,NA,"",2021-06-04,2021-06-04 16:06:00,0,0,"colm-20210602_htm.xml",1,"","Q2_2021"
"233","0001817358-21-000147",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"4-NON",0,131,"10-Q",2021-04-30,2021,"Q1",2021-06-08,2021-06-08 16:07:00,0,1,"aso-20210501_htm.xml",1,"","Q2_2021"
"234","0001193125-21-189558",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2021-05-31,NA,"",2021-06-14,2021-06-14 08:23:00,0,0,"d192690d8k_htm.xml",1,"","Q2_2021"
"235","0001193125-21-216467",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"4-NON",0,430,"8-K",2021-06-30,NA,"",2021-07-15,2021-07-15 16:46:00,0,0,"d192263d8k_htm.xml",1,"","Q2_2021"
"236","0001564590-21-036734",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"4-NON",0,430,"8-K",2021-06-30,NA,"",2021-07-15,2021-07-15 16:06:00,0,0,"aout-8k_20210715_htm.xml",1,"","Q2_2021"
"237","0001564590-21-036740",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"4-NON",0,430,"10-K",2021-04-30,2021,"FY",2021-07-15,2021-07-15 16:17:00,0,1,"aout-10k_20210430_htm.xml",1,"","Q2_2021"
"238","0001140361-21-024629",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"2-ACC",0,930,"8-K",2021-06-30,NA,"",2021-07-16,2021-07-16 17:29:00,0,0,"brhc10026964_8k_htm.xml",1,"","Q2_2021"
"239","0001564590-21-037600",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"8-K",2021-07-31,NA,"",2021-07-22,2021-07-22 16:16:00,0,0,"skx-8k_20210722_htm.xml",1,"","Q3_2021"
"240","0001616318-21-000107",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"8-K",2021-07-31,NA,"",2021-07-29,2021-07-29 06:07:00,0,0,"vsto-20210729_htm.xml",1,"","Q3_2021"
"241","0001616318-21-000118",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"10-Q",2021-06-30,2022,"Q1",2021-07-29,2021-07-29 16:26:00,0,1,"vsto-20210627_htm.xml",1,"","Q2_2021"
"242","0001616318-21-000129",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"8-K",2021-07-31,NA,"",2021-07-30,2021-07-30 07:34:00,0,0,"vsto-20210730_htm.xml",1,"","Q3_2021"
"243","0001050797-21-000043",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"8-K",2021-07-31,NA,"",2021-08-02,2021-08-02 16:06:00,0,0,"colm-20210802_htm.xml",1,"","Q3_2021"
"244","0001050797-21-000047",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"10-Q",2021-06-30,2021,"Q2",2021-08-05,2021-08-05 16:22:00,0,1,"colm-20210630_htm.xml",1,"","Q2_2021"
"245","0001359841-21-000150",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2021-07-31,NA,"",2021-08-05,2021-08-05 06:06:00,0,0,"hbi-20210805_htm.xml",1,"","Q3_2021"
"246","0001050797-21-000049",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"8-K",2021-07-31,NA,"",2021-08-06,2021-08-06 06:01:00,0,0,"colm-20210805_htm.xml",1,"","Q3_2021"
"247","0001359841-21-000155",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"10-Q",2021-06-30,2021,"Q2",2021-08-06,2021-08-06 09:51:00,0,1,"hbi-20210703_htm.xml",1,"","Q2_2021"
"248","0001564590-21-042153",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"10-Q",2021-06-30,2021,"Q2",2021-08-06,2021-08-06 16:20:00,0,1,"skx-10q_20210630_htm.xml",1,"","Q2_2021"
"249","0001140361-21-027514",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"2-ACC",0,930,"10-Q",2021-06-30,2021,"Q3",2021-08-09,2021-08-09 14:23:00,0,1,"jout-20210702_htm.xml",1,"","Q2_2021"
"250","0001171843-21-005665",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"2-ACC",0,930,"8-K",2021-07-31,NA,"",2021-08-09,2021-08-09 07:00:00,0,0,"f8k_080621_htm.xml",1,"","Q3_2021"
"251","0001564590-21-047476",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"4-NON",0,430,"8-K",2021-08-31,NA,"",2021-09-09,2021-09-09 16:06:00,0,0,"aout-8k_20210909_htm.xml",1,"","Q3_2021"
"252","0001564590-21-047481",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"4-NON",0,430,"10-Q",2021-07-31,2022,"Q1",2021-09-09,2021-09-09 16:16:00,0,1,"aout-10q_20210731_htm.xml",1,"","Q3_2021"
"253","0001817358-21-000168",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"4-NON",0,131,"8-K",2021-08-31,NA,"",2021-09-09,2021-09-09 08:05:00,0,0,"aso-20210902_htm.xml",1,"","Q3_2021"
"254","0001817358-21-000171",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"4-NON",0,131,"10-Q",2021-07-31,2021,"Q2",2021-09-09,2021-09-09 16:06:00,0,1,"aso-20210731_htm.xml",1,"","Q3_2021"
"255","0001616318-21-000137",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"8-K",2021-08-31,NA,"",2021-09-10,2021-09-10 16:32:00,0,0,"vsto-20210910_htm.xml",1,"","Q3_2021"
"256","0001140361-21-031688",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"4-NON",0,131,"8-K",2021-08-31,NA,"",2021-09-17,2021-09-17 16:45:00,0,0,"ny20000592x7_8k_htm.xml",1,"","Q3_2021"
"257","0001564590-21-049044",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"4-NON",0,430,"8-K",2021-09-30,NA,"",2021-09-27,2021-09-27 16:06:00,0,0,"aout-8k_20210924_htm.xml",1,"","Q3_2021"
"258","0001616318-21-000139",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"8-K",2021-09-30,NA,"",2021-09-28,2021-09-28 17:15:00,0,0,"vsto-20210928_htm.xml",1,"","Q3_2021"
